"","Candidate","Constituency","Party","State.name","Candidate.Sex","Candidate.Category","Candidate.Age","Total.Votes.Polled","Position","Total.voters","Total_Electors","TOT_CONTESTANT","POLL.PERCENTAGE","Total.Persons","Total.HinduPersons","Total.Muslim.Persons","Sex.Ratio..per.1000.","Average.Literacy","INCUMBENT_PARTY","Incumbency","Education","Total.Assets","Women","Winner","Criminal.Case","SeriousCrime"
"3022","SATYADEV OJHA","Basti","IND","Uttar Pradesh","M","SC",70,6017,9,773792,1570657,16,49.26549845,2464464,2082976,364510,963,"67.22%","BSP",0,"Graduate",252250,0,0,0,0
"3023","SATYAVEER","Muzaffarnagar","IND","Uttar Pradesh","M","GEN",45,600,21,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,"69.12%","SP",0,NA,NA,NA,NA,NA,NA
"3024","SATYEN PRASAD ROY","Jalpaiguri","SWJP","West Bengal","M","SC",46,6471,8,1031822,1252142,10,82.40455156,3872846,3156781,445817,NA,NA,"CPM",0,NA,NA,NA,NA,NA,NA
"3025","SATYENDRA JAIN SHAMMI","MORENA","IND","Madhya Pradesh","M","GEN",43,1410,16,710729,1339897,24,53.04355484,1965970,1875495,76159,840,"71.03%","BJP",0,NA,NA,NA,NA,NA,NA
"3026","SATYNARAYAN PATEL","INDORE","INC","Madhya Pradesh","M","GEN",41,377182,2,797049,1570094,18,50.76441283,3276697,2728225,415142,928,"80.87%","BJP",0,NA,NA,NA,NA,NA,NA
"3027","SAU MAMATA VINAYAK KANDALKAR","Amravati","AUDF","Maharashtra","F","SC",31,4226,7,732574,1423855,22,51.45004231,2888445,2055177,421410,951,"87.38%","SHS",0,"Graduate",1035300,1,0,0,0
"3028","SAVITA  HAJARE","Pune","PPOI","Maharashtra","F","GEN",46,747,19,735071,1806953,36,40.68013944,9429408,8090254,673704,915,"86.15%","INC",0,NA,NA,NA,NA,NA,NA
"3029","SAYANTAN BASU","Purulia","BJP","West Bengal","M","GEN",32,21509,4,904851,1257799,14,71.93923671,2930115,2373120,227249,957,"64.48%","AIFB",0,NA,NA,NA,NA,NA,NA
"3030","SAYED ATHER ALI","Mumbai   South","SP","Maharashtra","M","GEN",56,3670,7,641735,1589811,20,40.36548999,3085411,1873762,773173,832,"89.21%","INC",0,NA,NA,NA,NA,NA,NA
"3031","SAYED MINHAJ ALI WAJED ALI (PENDKHAJUR WALE)","Beed","IND","Maharashtra","M","GEN",34,7918,7,1073989,1637239,21,65.59757006,2585049,2174672,320395,916,"76.99%","NCP",0,NA,NA,NA,NA,NA,NA
"3032","SAYED SHAFIQ AHMED ZAIDI","Thane","IND","Maharashtra","M","GEN",31,911,24,749879,1806803,30,41.50308584,11060148,8716055,1355630,886,"84.53%","SHS",0,NA,NA,NA,NA,NA,NA
"3033","SAYYAD EKRAMODDIN SAYYAD MUNIRODDIN","Parbhani","LVKP","Maharashtra","M","GEN",58,9198,6,870750,1610088,19,54.08089496,1836086,1328385,306364,947,"73.34%","SHS",0,"10th Pass",1750000,0,0,0,0
"3034","SAYYAD HASINA MOHAMMED NASEEM","Kalyan","NBNP","Maharashtra","F","GEN",45,1416,11,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,"84.53%",NA,0,"5th Pass",122229,1,0,0,0
"3035","SAYYAD MAKSUD NOOR","Jalna","LJP","Maharashtra","M","GEN",42,3793,10,797131,1426255,19,55.8897953,1959046,1504641,274221,937,"71.52%","BJP",0,"Literate",241350,0,0,0,0
"3036","SAYYAD SALIM FATTU","Beed","IND","Maharashtra","M","GEN",47,3043,14,1073989,1637239,21,65.59757006,2585049,2174672,320395,916,"76.99%","NCP",0,NA,NA,NA,NA,NA,NA
"3037","SAYYAD SALIM SAYYAD RAHIM","Mumbai   South","IND","Maharashtra","M","GEN",58,791,12,641735,1589811,20,40.36548999,3085411,1873762,773173,832,"89.21%","INC",0,NA,NA,NA,NA,NA,NA
"3038","SAYYED RAUF SAYYED ZAMIR","Aurangabad","IND","Maharashtra","M","GEN",54,1698,18,731148,1417964,22,51.56322728,3701282,2545438,786677,923,"79.02%","SHS",0,"Not Given",0,0,0,0,0
"3039","SAYYED SALIM SAYYED YUSUF","Aurangabad","BSP","Maharashtra","M","GEN",56,32641,4,731148,1417964,22,51.56322728,3701282,2545438,786677,923,"79.02%","SHS",0,"10th Pass",16298542,0,0,0,0
"3040","SCHWARTZ DURAI. S","Ramanathapuram","IND","Tamil Nadu","M","GEN",37,961,15,778335,1133391,15,68.6731234,1353445,1047411,208038,983,"80.72%","DMK",0,"Graduate",1050000,0,0,1,1
"3041","SD. VHIDODDIN SD. KRIMODDIN","Yavatmal-Washim","IND","Maharashtra","M","GEN",44,1197,22,840248,1554042,28,54.06855156,2772348,2251401,239236,952,"82.82%","BJP",0,"Not Given",0,0,0,0,0
"3042","SEEMA","Jaunpur","BJP","Uttar Pradesh","F","GEN",37,143377,3,764069,1662127,16,45.96935132,4494204,3981502,483750,1024,"71.55%","SP",0,"Post Graduate",2838000,1,0,0,0
"3043","SEEMA JEEVAN RAMTEKE","Ramtek","DESEP","Maharashtra","F","SC",36,1871,16,764884,1502900,20,50.89387185,4653570,3492202,390974,951,"88.39%","SHS",0,"12th Pass",2e+05,1,0,0,0
"3044","SEEMA UPADHYAY","Fatehpur sikri","BSP","Uttar Pradesh","F","GEN",44,209466,1,693947,1345742,14,51.56612486,2632733,2274674,350700,901,"67.43%","BSP",1,NA,NA,NA,NA,NA,NA
"3045","SEHNAAZ SIDRAT","Lucknow","IND","Uttar Pradesh","F","GEN",48,245,35,584055,1653123,41,35.33040191,4589838,3537787,985070,917,"77.29%","BJP",0,"Post Graduate",578684,1,0,0,0
"3046","SEKH AORANGJEB","Uluberia","IND","West Bengal","M","GEN",44,6475,6,1009851,1251590,9,80.68544811,4850029,3535844,1270641,939,"83.31%","CPM",0,"Post Graduate",389102,0,0,0,0
"3047","SEKH SOLEMAN","Srerampur","IND","West Bengal","M","GEN",61,14252,4,1081544,1395570,8,77.49836984,5519145,4574569,870204,961,"81.80%","CPM",0,NA,NA,NA,NA,NA,NA
"3048","SELLADURAI C","Salem","IND","Tamil Nadu","M","GEN",32,23056,4,895858,1171839,23,76.44889784,3482056,3326357,95487,954,"72.86%","INC",0,"Post Graduate",6090000,0,0,0,0
"3049","SELLAMUTHU K M","Dindigul","KNMK","Tamil Nadu","M","GEN",38,6411,6,820561,1085696,19,75.57925976,2159775,1879494,105012,998,"76.26%","INC",0,"8th Pass",10369265,0,0,0,0
"3050","SELVAKUMAR, C","Chidambaram","RKSP","Tamil Nadu","M","SC",31,3140,9,871085,1126828,13,77.3041671,2605914,2391675,123749,987,"78.04%","PMK",0,"Others",1000,0,0,0,0
"3051","SELVAKUMAR. L.K.","Karur","IND","Tamil Nadu","M","GEN",40,406,34,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,NA,NA,NA,NA,NA,NA
"3052","SELVAKUMAR.G.K.S","Coimbatore","BJP","Tamil Nadu","M","GEN",47,37909,5,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,"83.98%","CPI",0,"Post Graduate",32276267,0,0,0,0
"3053","SELVAM A","Tiruvannamalai","IND","Tamil Nadu","M","GEN",33,371,30,840875,1052587,30,79.88650819,2464875,2294369,91636,994,"74.21%","DMK",0,"5th Pass",110000,0,0,0,0
"3054","SELVAM D","Virudhunagar","IND","Tamil Nadu","M","GEN",33,919,13,767653,992051,16,77.38039677,1942288,1822626,47838,1007,"80.15%",NA,0,"Graduate",145000,0,0,0,0
"3055","SELVAM K","Kallakurichi","IND","Tamil Nadu","M","GEN",39,1786,18,854955,1106352,29,77.2769426,3458873,3174941,133896,987,"71.88%",NA,0,"5th Pass",2500360,0,0,0,0
"3056","SELVAM K","Nilgiris","IND","Tamil Nadu","M","SC",47,1261,12,710186,1003168,14,70.79432358,735394,569477,78452,1042,"85.20%","INC",0,"10th Pass",468207,0,0,0,0
"3057","SELVAM.G","Kancheepuram","IND","Tamil Nadu","M","SC",33,974,14,787103,1060188,20,74.24183258,3998252,3537399,173785,986,"84.49%",NA,0,"Post Graduate",445000,0,0,0,0
"3058","SELVAM.M","Coimbatore","SHS","Tamil Nadu","M","GEN",51,2007,11,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,"83.98%","CPI",0,NA,NA,NA,NA,NA,NA
"3059","SELVARAJ","Theni","IND","Tamil Nadu","M","GEN",42,582,22,800649,1074931,22,74.48375756,1245899,1148990,56751,991,"77.26%",NA,0,"10th Pass",11220,0,0,0,0
"3060","SELVARAJ I","Dindigul","AIJMK","Tamil Nadu","M","GEN",40,1245,15,820561,1085696,19,75.57925976,2159775,1879494,105012,998,"76.26%","INC",0,NA,NA,NA,NA,NA,NA
"3061","SELVARAJ M","Nagapattinam","CPI","Tamil Nadu","M","SC",51,321953,2,763410,982352,7,77.71246966,1616450,1435072,128617,1025,"83.59%","DMK",0,"Graduate",1933107,0,0,0,0
"3062","SELVARAJ S","Nilgiris","DMDK","Tamil Nadu","M","SC",46,76613,3,710186,1003168,14,70.79432358,735394,569477,78452,1042,"85.20%","INC",0,"8th Pass",19232000,0,0,0,0
"3063","SELVARAJ S","Tiruppur","IND","Tamil Nadu","M","GEN",26,1437,17,742012,993758,21,74.66727312,2479052,2278835,123983,989,"78.68%","INC",0,NA,NA,NA,NA,NA,NA
"3064","SELVARAJ,G.","Perambalur","BSP","Tamil Nadu","M","SC",47,5014,4,832427,1049033,21,79.35184117,565223,521658,32702,1003,"74.32%","DMK",0,"Graduate",3906000,0,0,0,0
"3065","SELVARAJ. K","Karur","IND","Tamil Nadu","M","GEN",42,413,32,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,"10th Pass",225500,0,0,0,0
"3066","SELVARAJ. M.","Krishnagiri","KNMK","Tamil Nadu","M","GEN",58,4044,7,752586,1014758,16,74.16408641,1879809,1723737,115303,958,"71.46%","DMK",0,"10th Pass",2554270,0,0,0,0
"3067","SELVARAJ.A","Thiruvallur","IND","Tamil Nadu","M","SC",29,768,14,849754,1204209,14,70.56532545,3728104,3325823,143093,987,"84.03%",NA,0,NA,NA,NA,NA,NA,NA
"3068","SELVARAJ.K","Namakkal","SP","Tamil Nadu","M","GEN",30,1239,20,846414,1075526,25,78.69767909,1726601,1673652,32483,986,"74.63%","INC",0,"12th Pass",0,0,0,0,0
"3069","SELVARAJ.P","Tiruvannamalai","SP","Tamil Nadu","M","GEN",61,1523,16,840875,1052587,30,79.88650819,2464875,2294369,91636,994,"74.21%","DMK",0,"8th Pass",50000,0,0,0,0
"3070","SELVARAJAN.P","Theni","PT","Tamil Nadu","M","SC",38,2248,12,800649,1074931,22,74.48375756,1245899,1148990,56751,991,"77.26%",NA,0,"Graduate",14300,0,0,0,0
"3071","SELVARAJU J","Kallakurichi","IND","Tamil Nadu","M","GEN",26,7012,9,854955,1106352,29,77.2769426,3458873,3174941,133896,987,"71.88%",NA,0,NA,NA,NA,NA,NA,NA
"3072","SELVARAJU J","Tiruvannamalai","IND","Tamil Nadu","M","GEN",26,490,27,840875,1052587,30,79.88650819,2464875,2294369,91636,994,"74.21%","DMK",0,"Post Graduate",140000,0,0,0,0
"3073","SELWIN D","Tirunelveli","IND","Tamil Nadu","M","GEN",65,1736,12,701132,1059687,21,66.16406543,3077233,2425630,303368,1023,"82.50%","INC",0,"Not Given",50000,0,0,0,0
"3074","SEMMALAI S","Salem","ADMK","Tamil Nadu","M","GEN",63,380460,1,895858,1171839,23,76.44889784,3482056,3326357,95487,954,"72.86%","INC",0,"Graduate Professional",46220339,0,1,2,1
"3075","SENGODAN.P","Namakkal","IND","Tamil Nadu","M","SC",61,2489,12,846414,1075526,25,78.69767909,1726601,1673652,32483,986,"74.63%","INC",0,"Graduate",1059549,0,0,0,0
"3076","SENRAYAN A D","Cuddalore","IND","Tamil Nadu","M","GEN",33,1346,11,749994,986030,11,76.06198594,2605914,2391675,123749,987,"78.04%","DMK",0,"Graduate",1075860,0,0,0,0
"3077","SENTHAMIL SELVI , K","Chidambaram","IND","Tamil Nadu","F","SC",46,1500,12,871085,1126828,13,77.3041671,2605914,2391675,123749,987,"78.04%","PMK",0,"5th Pass",1000,1,0,0,0
"3078","SENTHIL KUMAR, N.","Perambalur","RKSP","Tamil Nadu","M","SC",31,716,21,832427,1049033,21,79.35184117,565223,521658,32702,1003,"74.32%","DMK",0,"10th Pass",1750,0,0,0,0
"3079","SENTHIL M","Tiruvannamalai","IND","Tamil Nadu","M","GEN",29,1836,15,840875,1052587,30,79.88650819,2464875,2294369,91636,994,"74.21%","DMK",0,"12th Pass",30000,0,0,0,0
"3080","SENTHIL RAJA.M","Erode","IND","Tamil Nadu","M","GEN",34,720,25,767466,1010079,25,75.98078962,2251744,2115455,76098,993,"72.58%",NA,0,"Not Given",20950000,0,0,0,0
"3081","SENTHIL. R. DR.","Dharmapuri","PMK","Tamil Nadu","M","GEN",47,229870,2,778160,1069601,21,72.7523628,1506843,1452956,38304,946,"68.54%","PMK",1,"Doctorate",21899828,0,0,1,0
"3082","SENTHIL.P","Chennai central","IND","Tamil Nadu","M","GEN",29,225,29,610808,1000705,37,61.03776837,4646732,3751322,439270,989,"90.18%","DMK",0,NA,NA,NA,NA,NA,NA
"3083","SENTHILKUMAR K","Kallakurichi","BSP","Tamil Nadu","M","SC",35,6030,10,854955,1106352,29,77.2769426,3458873,3174941,133896,987,"71.88%",NA,0,"12th Pass",351000,0,0,0,0
"3084","SENTHILKUMAR. N.","Karur","IND","Tamil Nadu","M","GEN",33,295,37,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,NA,NA,NA,NA,NA,NA
"3085","SETHURAJ J","Virudhunagar","IND","Tamil Nadu","M","GEN",45,869,15,767653,992051,16,77.38039677,1942288,1822626,47838,1007,"80.15%",NA,0,"12th Pass",1816500,0,0,0,0
"3086","SEULI SAHA","Bishnupur","AITC","West Bengal","F","SC",39,411709,2,1054538,1237948,7,85.18435346,7717563,6008472,1599764,NA,NA,"CPM",0,NA,NA,NA,NA,NA,NA
"3087","SEWA LAL PATEL","KHAJURAHO","BSP","Madhya Pradesh","M","GEN",49,77107,3,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,"BJP",0,NA,NA,NA,NA,NA,NA
"3088","SHABBEER AHMAD","Bahraich","SP","Uttar Pradesh","M","SC",50,120791,3,512701,1246823,13,41.1205921,3487731,2291892,1169330,892,"49.36%","SP",1,"12th Pass",3183000,0,0,0,0
"3089","SHABBIR","Etah","NELU","Uttar Pradesh","M","GEN",50,1095,14,568344,1278295,19,44.46109857,1774480,1611126,146346,873,"70.81%","SP",0,"8th Pass",2245000,0,0,0,0
"3090","SHABNAM (MOUSI)","KHAJURAHO","IND","Madhya Pradesh","F","GEN",48,5761,9,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,"BJP",0,NA,NA,NA,NA,NA,NA
"3091","SHAFIK","Kairana","UNLP","Uttar Pradesh","M","GEN",52,457,15,725758,1282551,15,56.58706749,4143512,2382914,1711453,889,"69.12%","RLD",0,"Literate",85000,0,0,0,0
"3092","SHAHAJIRAO DHONDIBA THORAT","Mumbai South central","IND","Maharashtra","M","SC",46,558,21,598853,1515899,23,39.5048087,3085411,1873762,773173,860,"89.91%","SHS",0,NA,NA,NA,NA,NA,NA
"3093","SHAHANSHAH KHAN","Kannauj","IND","Uttar Pradesh","M","GEN",37,2911,7,741957,1504276,16,49.32319601,1656616,1375788,273967,879,"72.70%","SP",0,NA,NA,NA,NA,NA,NA
"3094","SHAHID","Bhadohi","PMSP","Uttar Pradesh","M","GEN",42,5615,8,659240,1519449,13,43.38678034,4092845,3508131,556219,868,"64.57%",NA,0,"Post Graduate",672066,0,0,0,0
"3095","SHAHID MANZOOR","Meerut","SP","Uttar Pradesh","M","GEN",54,183527,3,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,"72.84%","BSP",0,"Post Graduate",18808730,0,0,0,0
"3096","SHAHID SIDDIQUI","Bijnor","BSP","Uttar Pradesh","M","GEN",58,216157,2,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,"68.48%","RLD",0,"Post Graduate",27305316,0,0,0,0
"3097","SHAHJAHAN M A","Salem","IND","Tamil Nadu","M","GEN",38,1832,12,895858,1171839,23,76.44889784,3482056,3326357,95487,954,"72.86%","INC",0,"Graduate Professional",3310000,0,0,0,0
"3098","SHAHJAHAN MALLIK","Krishnanagar","MUL","West Bengal","M","GEN",53,6592,7,1046001,1223082,9,85.52173934,5167600,3728482,1382682,947,"74.97%","CPM",0,"Graduate Professional",1963567,0,0,1,0
"3099","SHAHNAWAZ","BHOPAL","IND","Madhya Pradesh","M","GEN",59,684,17,658855,1461714,23,45.07413899,2371061,1755861,525434,918,"80.37%","BJP",0,NA,NA,NA,NA,NA,NA
"3100","SHAIKH ALTAF KARIM","Pune","IND","Maharashtra","M","GEN",48,595,27,735071,1806953,36,40.68013944,9429408,8090254,673704,915,"86.15%","INC",0,"8th Pass",33014300,0,0,0,0
"3101","SHAIKH AZIZUDDEN QURAISHI","MANDSOUR","AIFB","Madhya Pradesh","M","GEN",62,3962,7,765496,1371067,12,55.83213658,1340411,1192588,125548,963,"71.78%","BJP",0,NA,NA,NA,NA,NA,NA
"3102","SHAIKH HARUN MALIK SAHEB","Aurangabad","RSPS","Maharashtra","M","GEN",50,1263,20,731148,1417964,22,51.56322728,3701282,2545438,786677,923,"79.02%","SHS",0,"12th Pass",3330000,0,0,0,0
"3103","SHAIKH MEHBOOB BASHA VALI","Bhiwandi","BBM","Maharashtra","M","GEN",42,3041,10,584379,1483176,16,39.40051619,11060148,8716055,1355630,886,"84.53%",NA,0,"Literate",180000,0,0,0,0
"3104","SHAIKH RAFIQ SHAIKH RAZZAK","Aurangabad","IND","Maharashtra","M","GEN",30,3247,11,731148,1417964,22,51.56322728,3701282,2545438,786677,923,"79.02%","SHS",0,"Literate",65200,0,0,0,0
"3105","SHAIKH RAMJAN SHAIKH KARIM","Raver","IND","Maharashtra","M","GEN",40,3196,9,720038,1418691,19,50.75368773,4229917,3457615,560261,925,"78.20%","SHS",0,"Literate",0,0,0,0,0
"3106","SHAIKH SALIM PATEL WAHEGAONKAR","Aurangabad","IND","Maharashtra","M","GEN",38,2187,16,731148,1417964,22,51.56322728,3701282,2545438,786677,923,"79.02%","SHS",0,"Literate",0,0,0,0,0
"3107","SHAILENDRA","Salempur","IND","Uttar Pradesh","M","GEN",36,835,24,636703,1621136,25,39.27511325,3100946,2730957,358539,1017,"71.13%","SP",0,"Literate",50000,0,0,0,0
"3108","SHAILENDRA KUMAR","Chandauli","INC","Uttar Pradesh","M","GEN",40,97377,3,671208,1446259,18,46.40994455,1952756,1727869,215081,918,"71.48%","BSP",0,"Post Graduate",8821000,0,0,2,1
"3109","SHAILENDRA KUMAR","Kaushambi","SP","Uttar Pradesh","M","SC",51,246501,1,551601,1391312,10,39.64610382,1599596,1372381,220423,908,"61.28%",NA,0,"Graduate",20800327,0,1,0,0
"3110","SHAILENDRA KUMAR PRAJAPATI","Phulpur","IND","Uttar Pradesh","M","GEN",40,623,24,552190,1426450,24,38.71078552,4613913,3878626,718692,1019,"70.93%","SP",0,NA,NA,NA,NA,NA,NA
"3111","SHAILENDRA SINGH ALIAS KALLU","BHIND","IND","Madhya Pradesh","M","SC",25,4119,5,523856,1364411,13,38.39429615,1703005,1595400,66776,837,"75.26%","BJP",0,NA,NA,NA,NA,NA,NA
"3112","SHAILESH KUMAR SRIVASTVA","Gautam buddh Nagar","IND","Uttar Pradesh","M","GEN",43,546,23,739047,1522397,26,48.54495903,1648115,1394025,215500,851,"80.12%",NA,0,NA,NA,NA,NA,NA,NA
"3113","SHAJAN MASOOD","Kairana","SP","Uttar Pradesh","M","GEN",36,124802,3,725758,1282551,15,56.58706749,4143512,2382914,1711453,889,"69.12%","RLD",0,"Graduate",7119617,0,0,3,1
"3114","SHAKEEL AHMED","Moradabad","NLHP","Uttar Pradesh","M","GEN",47,2447,9,761009,1388525,18,54.80700744,4772006,2488265,2248392,906,"56.77%","SP",0,"5th Pass",2157570,0,0,1,1
"3115","SHAKEEL RAJBHAI SHAIKH","Maval","IND","Maharashtra","M","GEN",38,5533,7,717773,1604886,18,44.72423586,9429408,8090254,673704,915,"86.15%",NA,0,"Literate",1050000,0,0,0,0
"3116","SHAKKAN KHAN","Rampur","IND","Uttar Pradesh","M","GEN",61,4103,5,606179,1154544,16,52.50375906,2335819,1073890,1181337,909,"53.34%","SP",0,"Literate",370000,0,0,0,0
"3117","SHALIGRAM SHIVRAM MAHAJAN (DEORE)","Jalgaon","IND","Maharashtra","M","GEN",49,3376,8,656573,1549391,13,42.37619813,4229917,3457615,560261,925,"78.20%","BJP",0,"Graduate",645000,0,0,0,0
"3118","SHALINI","Baghpat","JM","Uttar Pradesh","F","GEN",27,404,15,613847,1280602,16,47.9342528,1303048,917474,364583,861,"72.01%","RLD",0,"Graduate",932000,1,0,0,0
"3119","SHAMRAO PIRAJI KADAM","Sangli","IND","Maharashtra","M","GEN",64,3926,9,776868,1490571,14,52.1188189,2822143,2440312,239607,966,"81.48%","INC",0,"Graduate",655000,0,0,0,0
"3120","SHANKAR","Mirzapur","CPI(ML)(L)","Uttar Pradesh","M","SC",38,5895,11,733350,1405539,27,52.17571337,2496970,2292534,195765,903,"68.48%","BSP",0,"Not Given",0,0,0,1,0
"3121","SHANKAR A","Arani","BSP","Tamil Nadu","M","GEN",47,9700,5,841239,1097865,13,76.62499488,3728104,3325823,143093,987,"84.03%",NA,0,"Not Given",2995200,0,0,0,0
"3122","SHANKAR DEORAM GANGURDE","Dindori","IND","Maharashtra","M","ST",51,11372,5,681630,1432938,9,47.56870151,6107187,5237009,693052,934,"82.31%",NA,0,NA,NA,NA,NA,NA,NA
"3123","SHANKAR HALDAR","Joynagar","IND","West Bengal","M","SC",49,8855,7,915949,1143640,8,80.09067539,8161961,5155545,2903075,956,"77.51%","RSP",0,NA,NA,NA,NA,NA,NA
"3124","SHANKAR LAL VERMA","BHIND","BHBP","Madhya Pradesh","M","SC",70,839,12,523856,1364411,13,38.39429615,1703005,1595400,66776,837,"75.26%","BJP",0,NA,NA,NA,NA,NA,NA
"3125","SHANKAR. K","Karur","IND","Tamil Nadu","M","GEN",37,6519,5,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,"10th Pass",175082,0,0,0,0
"3126","SHANKER RAM RAWAT","Ballia","IND","Uttar Pradesh","M","SC",43,2050,11,677834,1679029,16,40.37059515,3239774,3004240,213440,937,"70.94%","SJP(R)",0,"Post Graduate",825000,0,0,0,0
"3127","SHANKHLAL MAJHI","Ambedkar Nagar","SP","Uttar Pradesh","M","GEN",54,236751,2,811692,1494838,22,54.29966324,2397888,1985654,401678,978,"72.23%",NA,0,"Graduate",21718512,0,0,3,0
"3128","SHANMUGA SUNDARAM P.T","Chennai South","IND","Tamil Nadu","M","GEN",50,531,14,728113,1162062,43,62.65698388,4646732,3751322,439270,989,"90.18%","DMK",0,"Others",52855,0,0,1,1
"3129","SHANMUGAIYA PANDIAN. S","Ramanathapuram","IND","Tamil Nadu","M","GEN",45,1119,14,778335,1133391,15,68.6731234,1353445,1047411,208038,983,"80.72%","DMK",0,"10th Pass",2356500,0,0,0,0
"3130","SHANMUGAM G","Sriperumbudur","IND","Tamil Nadu","M","SC",68,3027,5,794054,1201237,32,66.10302546,735394,569477,78452,1042,"85.20%","DMK",0,"Not Given",5000,0,0,0,0
"3131","SHANMUGAM K","Arakkonam","JD(U)","Tamil Nadu","M","GEN",57,1533,15,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,"79.17%","PMK",0,"8th Pass",8e+05,0,0,0,0
"3132","SHANMUGAM S","Arani","IND","Tamil Nadu","M","GEN",27,1793,10,841239,1097865,13,76.62499488,3728104,3325823,143093,987,"84.03%",NA,0,"Others",145000,0,0,0,0
"3133","SHANMUGAM,M","Karur","IND","Tamil Nadu","M","GEN",36,2592,8,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,"Graduate",4715000,0,0,0,0
"3134","SHANMUGAM.P.N.","Erode","IND","Tamil Nadu","M","GEN",60,3749,8,767466,1010079,25,75.98078962,2251744,2115455,76098,993,"72.58%",NA,0,"Doctorate",10706009,0,0,0,0
"3135","SHANMUGARAJ V","Chennai South","IND","Tamil Nadu","M","GEN",35,224,34,728113,1162062,43,62.65698388,4646732,3751322,439270,989,"90.18%","DMK",0,"Graduate",60000,0,0,0,0
"3136","SHANMUGARAJAN A","Tiruvannamalai","IND","Tamil Nadu","M","GEN",44,1424,18,840875,1052587,30,79.88650819,2464875,2294369,91636,994,"74.21%","DMK",0,"Graduate",149000,0,0,0,0
"3137","SHANMUGASUNDARAM.K","Pollachi","DMK","Tamil Nadu","M","GEN",38,259910,2,771831,1017811,22,75.83244826,3458045,3044145,211035,1000,"83.98%","MDMK",0,"12th Pass",6501000,0,0,0,0
"3138","SHANMUGASUNDARAM.K","Pollachi","IND","Tamil Nadu","M","GEN",45,1693,13,771831,1017811,22,75.83244826,3458045,3044145,211035,1000,"83.98%","MDMK",0,NA,NA,NA,NA,NA,NA
"3139","SHANMUGASUNDARAM.P","Pollachi","IND","Tamil Nadu","M","GEN",45,1132,19,771831,1017811,22,75.83244826,3458045,3044145,211035,1000,"83.98%","MDMK",0,NA,NA,NA,NA,NA,NA
"3140","SHANMUGAVEL M","Tiruvannamalai","IND","Tamil Nadu","M","SC",33,5126,6,840875,1052587,30,79.88650819,2464875,2294369,91636,994,"74.21%","DMK",0,"Post Graduate",130000,0,0,0,0
"3141","SHANTIGIRIJI MOUNGIRIJI MAHARAJ","Aurangabad","IND","Maharashtra","M","GEN",50,148026,3,731148,1417964,22,51.56322728,3701282,2545438,786677,923,"79.02%","SHS",0,"10th Pass",7139154,0,0,1,1
"3142","SHANTIRAM MAHATO","Purulia","INC","West Bengal","M","GEN",56,379900,2,904851,1257799,14,71.93923671,2930115,2373120,227249,957,"64.48%","AIFB",0,NA,NA,NA,NA,NA,NA
"3143","SHANTISWAROOP","Hardoi","RPI","Uttar Pradesh","M","SC",52,924,11,574637,1416949,11,40.55452949,4092845,3508131,556219,868,"64.57%","SP",0,"10th Pass",590000,0,0,0,0
"3144","SHARAD KUMAR SINGH","Kolkata Uttar","BSP","West Bengal","M","GEN",45,5666,5,877421,1366647,13,64.20246047,4496694,3440290,926414,908,"86.31%",NA,0,"Graduate Professional",18025066,0,0,0,0
"3145","SHARAD TRIPATHI","Sant kabir Nagar","BJP","Uttar Pradesh","M","GEN",35,181547,2,801331,1694453,24,47.29142679,1715183,1300586,404410,972,"66.72%",NA,0,NA,NA,NA,NA,NA,NA
"3146","SHARADA DEVI","Bansgaon","SP","Uttar Pradesh","F","SC",59,113170,3,649971,1663648,15,39.06902181,4440895,4009037,403847,950,"70.83%","INC",0,"Not Given",6043133,1,0,1,0
"3147","SHARAFAT ALI","Amroha","RSP","Uttar Pradesh","M","GEN",57,1757,15,706982,1173915,20,60.22429222,4772006,2488265,2248392,NA,"","IND",0,"8th Pass",7113317,0,0,0,0
"3148","SHARFUDEEN. M","Karur","IND","Tamil Nadu","M","GEN",46,718,21,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,"5th Pass",30000,0,0,0,0
"3149","SHARMILA","Etawah","IND","Uttar Pradesh","F","SC",43,2009,7,638131,1416867,13,45.03817225,1581810,1457892,113961,870,"78.41%","SP",0,"Literate",40000,1,0,0,0
"3150","SHASHIKANT MOTIRAM KATHORE","Bhiwandi","RSPS","Maharashtra","M","GEN",30,1627,13,584379,1483176,16,39.40051619,11060148,8716055,1355630,886,"84.53%",NA,0,"8th Pass",2509000,0,0,0,0
